0	0	0	0	0	0	0	0	0	0
nan	nan	nan	nan	0	0	0	0	0	0
nan	nan	nan	nan	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
nan	nan	nan	nan	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
nan	nan	nan	nan	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
nan	nan	nan	nan	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
nan	nan	nan	nan	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
nan	nan	nan	nan	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
nan	nan	nan	nan	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
nan	nan	nan	nan	8.89749	0.886982	8.92437	0.89924	2.63679	1.05891
